0.0349066 0.365772
0.0383448 0.363341
0.041783 0.361136
0.0452212 0.359115
0.0486594 0.35725
0.0520976 0.35552
0.0555359 0.353908
0.0589741 0.352396
0.0624123 0.35098
0.0658505 0.349632
0.0692887 0.348365
0.0727269 0.347165
0.0761651 0.346014
0.0796033 0.344924
0.0830415 0.343879
0.0864798 0.342879
0.089918 0.341914
0.0933562 0.340992
0.0967944 0.340104
0.100233 0.339245
0.103671 0.338421
0.107109 0.337616
0.110547 0.336846
0.113985 0.336096
0.117424 0.335371
0.120862 0.334664
0.1243 0.333977
0.127738 0.333313
0.131176 0.332665
0.134615 0.33203
0.138053 0.331414
0.141491 0.330813
0.144929 0.330227
0.148368 0.329656
0.151806 0.329093
0.155244 0.328543
0.158682 0.328006
0.16212 0.327482
0.165559 0.326966
0.168997 0.326466
0.172435 0.32597
0.175873 0.325489
0.179311 0.325011
0.18275 0.324543
0.186188 0.324084
0.189626 0.323629
0.193064 0.323189
0.196503 0.322755
0.199941 0.322323
0.203379 0.321902
0.206817 0.321486
0.210255 0.32108
0.213694 0.320678
0.217132 0.320278
0.22057 0.31989
0.224008 0.319507
0.227446 0.319121
0.230885 0.31875
0.234323 0.31838
0.237761 0.318011
0.241199 0.317655
0.244637 0.317297
0.248076 0.316946
0.251514 0.316597
0.254952 0.316258
0.25839 0.315917
0.261829 0.315584
0.265267 0.31525
0.268705 0.314929
0.272143 0.314603
0.275581 0.314282
0.27902 0.313966
0.282458 0.313649
0.285896 0.313345
0.289334 0.313041
0.292772 0.312731
0.296211 0.312435
0.299649 0.312135
0.303087 0.311841
0.306525 0.311549
0.309963 0.311258
0.313402 0.310975
0.31684 0.310694
0.320278 0.310412
0.323716 0.310133
0.327155 0.309861
0.330593 0.309583
0.334031 0.309316
0.337469 0.309048
0.340907 0.308782
0.344346 0.308512
0.347784 0.30825
0.351222 0.307994
0.35466 0.307735
0.358098 0.30748
0.361537 0.307223
0.364975 0.306977
0.368413 0.306727
0.371851 0.306479
0.375289 0.306233
0.378728 0.305985
0.382166 0.305746
0.385604 0.305511
0.389042 0.305265
0.392481 0.305029
0.395919 0.304801
0.399357 0.304564
0.402795 0.304334
0.406233 0.304102
0.409672 0.303876
0.41311 0.303651
0.416548 0.303423
0.419986 0.303199
0.423424 0.302979
0.426863 0.302757
0.430301 0.302535
0.433739 0.30232
0.437177 0.302107
0.440616 0.301888
0.444054 0.301674
0.447492 0.30146
0.45093 0.301252
0.454368 0.301042
0.457807 0.300836
0.461245 0.300627
0.464683 0.300423
0.468121 0.300219
0.471559 0.300014
0.474998 0.299812
0.478436 0.299611
0.481874 0.299413
0.485312 0.299212
0.48875 0.299018
0.492189 0.298822
0.495627 0.298626
0.499065 0.298437
0.502503 0.298239
0.505942 0.29805
0.50938 0.29786
0.512818 0.297673
0.516256 0.297485
0.519694 0.297296
0.523133 0.297114
0.526571 0.296923
0.530009 0.296741
0.533447 0.296558
0.536885 0.296377
0.540324 0.296195
0.543762 0.296015
0.5472 0.295836
0.550638 0.295658
0.554076 0.295483
0.557515 0.295308
0.560953 0.295131
0.564391 0.29496
0.567829 0.294785
0.571268 0.294614
0.574706 0.294443
0.578144 0.294273
0.581582 0.294099
0.58502 0.293932
0.588459 0.293765
0.591897 0.293598
0.595335 0.293431
0.598773 0.293265
0.602211 0.293099
0.60565 0.292939
0.609088 0.292777
0.612526 0.292616
0.615964 0.29245
0.619402 0.292293
0.622841 0.292134
0.626279 0.291972
0.629717 0.291816
0.633155 0.29166
0.636594 0.291502
0.640032 0.291349
0.64347 0.291191
0.646908 0.291039
0.650346 0.290884
0.653785 0.290734
0.657223 0.290582
0.660661 0.290433
0.664099 0.290281
0.667537 0.290131
0.670976 0.289984
0.674414 0.289835
0.677852 0.28969
0.68129 0.289541
0.684729 0.289398
0.688167 0.289247
0.691605 0.289103
0.695043 0.288963
0.698481 0.288818
0.70192 0.288674
0.705358 0.288531
0.708796 0.288392
0.712234 0.288256
0.715672 0.288113
0.719111 0.287976
0.722549 0.287834
0.725987 0.287699
0.729425 0.287557
0.732863 0.287427
0.736302 0.287287
0.73974 0.287151
0.743178 0.287021
0.746616 0.28688
0.750055 0.286752
0.753493 0.286617
0.756931 0.286485
0.760369 0.286355
0.763807 0.286224
0.767246 0.28609
0.770684 0.285964
0.774122 0.285831
0.77756 0.285706
0.780998 0.285574
0.784437 0.28545
0.787875 0.285325
0.791313 0.285199
0.794751 0.285068
0.798189 0.284947
0.801628 0.284824
0.805066 0.284696
0.808504 0.284573
0.811942 0.284454
0.815381 0.284329
0.818819 0.284202
0.822257 0.284087
0.825695 0.283964
0.829133 0.283843
0.832572 0.283724
0.83601 0.283607
0.839448 0.283489
0.842886 0.283369
0.846324 0.28325
0.849763 0.283134
0.853201 0.283016
0.856639 0.282901
0.860077 0.282785
0.863515 0.282672
0.866954 0.282557
0.870392 0.282443
0.87383 0.282331
0.877268 0.282218
0.880707 0.282107
0.884145 0.281995
0.887583 0.281881
0.891021 0.281772
0.894459 0.281664
0.897898 0.281553
0.901336 0.281441
0.904774 0.281333
0.908212 0.281225
0.91165 0.281114
0.915089 0.281007
0.918527 0.2809
0.921965 0.280794
0.925403 0.280689
0.928842 0.280584
0.93228 0.280476
0.935718 0.280374
0.939156 0.28027
0.942594 0.280164
0.946033 0.280058
0.949471 0.279961
0.952909 0.279855
0.956347 0.279754
0.959785 0.279649
0.963224 0.27955
0.966662 0.279448
0.9701 0.279349
0.973538 0.279248
0.976976 0.279143
0.980415 0.279053
0.983853 0.27895
0.987291 0.278852
0.990729 0.278753
0.994168 0.278657
0.997606 0.278558
1.00104 0.278463
1.00448 0.278366
1.00792 0.278271
1.01136 0.278178
1.0148 0.278081
1.01823 0.277987
1.02167 0.277892
1.02511 0.277801
1.02855 0.277703
1.03199 0.277612
1.03543 0.277519
1.03886 0.27743
1.0423 0.277334
1.04574 0.277248
1.04918 0.277152
1.05262 0.27706
1.05606 0.276977
1.05949 0.276883
1.06293 0.276792
1.06637 0.276704
1.06981 0.276612
1.07325 0.276525
1.07668 0.27644
1.08012 0.276352
1.08356 0.276262
1.087 0.276174
1.09044 0.276087
1.09388 0.276004
1.09731 0.275916
1.10075 0.275829
1.10419 0.275745
1.10763 0.27566
1.11107 0.275578
1.1145 0.275495
1.11794 0.275408
1.12138 0.275322
1.12482 0.275244
1.12826 0.27516
1.1317 0.275073
1.13513 0.274996
1.13857 0.274913
1.14201 0.274834
1.14545 0.274755
1.14889 0.274674
1.15233 0.274591
1.15576 0.274511
1.1592 0.274434
1.16264 0.27435
1.16608 0.274274
1.16952 0.274196
1.17295 0.274113
1.17639 0.274036
1.17983 0.273964
1.18327 0.273883
1.18671 0.273807
1.19015 0.273732
1.19358 0.273652
1.19702 0.273576
1.20046 0.273497
1.2039 0.273425
1.20734 0.273351
1.21077 0.273275
1.21421 0.273199
1.21765 0.273125
1.22109 0.273055
1.22453 0.272976
1.22797 0.272908
1.2314 0.272832
1.23484 0.272761
1.23828 0.272686
1.24172 0.272616
1.24516 0.272547
1.2486 0.272468
1.25203 0.272398
1.25547 0.272328
1.25891 0.272258
1.26235 0.272187
1.26579 0.272116
1.26922 0.272048
1.27266 0.271978
1.2761 0.271909
1.27954 0.27184
1.28298 0.271769
1.28642 0.271705
1.28985 0.271635
1.29329 0.271565
1.29673 0.271501
1.30017 0.271431
1.30361 0.271361
1.30704 0.271296
1.31048 0.27123
1.31392 0.271166
1.31736 0.271098
1.3208 0.271033
1.32424 0.27097
1.32767 0.270903
1.33111 0.270839
1.33455 0.270772
1.33799 0.27071
1.34143 0.270645
1.34487 0.270578
1.3483 0.270516
1.35174 0.270452
1.35518 0.270391
1.35862 0.270329
1.36206 0.270265
1.36549 0.270199
1.36893 0.270141
1.37237 0.270078
1.37581 0.270015
1.37925 0.269957
1.38269 0.269895
1.38612 0.269833
1.38956 0.269771
1.393 0.269713
1.39644 0.269651
1.39988 0.269592
1.40331 0.269532
1.40675 0.269476
1.41019 0.269415
1.41363 0.269357
1.41707 0.269297
1.42051 0.269238
1.42394 0.269178
1.42738 0.269127
1.43082 0.269061
1.43426 0.269006
1.4377 0.268951
1.44113 0.268892
1.44457 0.268838
1.44801 0.268781
1.45145 0.268723
1.45489 0.268666
1.45833 0.26861
1.46176 0.268558
1.4652 0.268499
1.46864 0.268445
1.47208 0.268392
1.47552 0.268333
1.47896 0.268281
1.48239 0.268227
1.48583 0.268172
1.48927 0.268117
1.49271 0.268065
1.49615 0.268011
1.49958 0.267959
1.50302 0.267904
1.50646 0.267852
1.5099 0.2678
1.51334 0.267749
1.51678 0.267695
1.52021 0.267647
1.52365 0.267593
1.52709 0.267542
1.53053 0.267489
1.53397 0.267438
1.5374 0.267387
1.54084 0.267339
1.54428 0.26729
1.54772 0.267235
1.55116 0.267187
1.5546 0.267135
1.55803 0.267085
1.56147 0.267037
1.56491 0.266988
1.56835 0.266941
1.57179 0.266889
1.57523 0.266842
1.57866 0.266791
1.5821 0.266744
1.58554 0.266694
1.58898 0.266651
1.59242 0.266599
1.59585 0.266552
1.59929 0.266503
1.60273 0.266458
1.60617 0.266413
1.60961 0.266368
1.61305 0.266316
1.61648 0.266271
1.61992 0.266221
1.62336 0.26618
1.6268 0.266136
1.63024 0.266089
1.63367 0.266046
1.63711 0.265996
1.64055 0.265953
1.64399 0.265907
1.64743 0.265861
1.65087 0.26582
1.6543 0.265774
1.65774 0.265733
